FID,OBJECTID,XX,YY
563,0,117.249382693000001,34.245555535400001
564,0,117.250954039000007,34.245419051600003
565,0,117.251543222999999,34.245924528700002
566,0,117.251130766000003,34.246327891200004
567,0,117.250185569999999,34.244513290199997
568,0,117.250410711000001,34.244530072499998
569,0,117.249632696999996,34.243916959499998
570,0,117.250490557000006,34.243862781799997
571,0,117.246323243000006,34.246969334200003
572,0,117.246174558999996,34.246030967899998
573,0,117.246500971000003,34.245442849299998
574,0,117.248347898000006,34.245542761199999
575,0,117.248157828999993,34.246490165200001
576,0,117.248106858000000,34.247259630300000
577,0,117.248512478999999,34.241708993000003
578,0,117.248537704000000,34.241199930299999
579,0,117.249872065000005,34.241379633500003
580,0,117.251330135000003,34.241678564099999
581,0,117.251329162000005,34.241313025300002
582,0,117.262349211000000,34.259461303300000
583,0,117.262182315999993,34.258830453500003
584,0,117.262085479999996,34.258226978000003
585,0,117.263257433000007,34.259548963299999
586,0,117.263873797000002,34.259491756499997
587,0,117.263935344999993,34.258992763999998
588,0,117.262420399999996,34.260145077700003
589,0,117.263728560999994,34.261243655900003
590,0,117.259127542000002,34.260393143000002
591,0,117.260337476000004,34.260031392499997
592,0,117.253733815999993,34.258695486699999
593,0,117.254247527999993,34.258731942300003
594,0,117.253971550000003,34.251109790999998
595,0,117.254769779000000,34.251239416200001
596,0,117.254898694999994,34.250515332900001
597,0,117.254825964999995,34.250019361900002
598,0,117.255430864999994,34.249541914700004
599,0,117.257489974999999,34.253419854500002
600,0,117.257004441000007,34.253278715500002
601,0,117.257036056999993,34.252667656600003
602,0,117.256734761000004,34.252316519099999
603,0,117.258021971999995,34.252425806100000
604,0,117.263669304999993,34.258435045699997
605,0,117.261960337000005,34.257740515800002
606,0,117.208824590999996,34.260632080900002
607,0,117.208870138999998,34.260464085300001
608,0,117.209460046000004,34.260171130099998
609,0,117.209466883000005,34.260148220500000
610,0,117.208529479999996,34.261342620800001
611,0,117.199500865000005,34.262145326300001
612,0,117.200413115999993,34.262084685900000
613,0,117.198662472999999,34.260113058899996
614,0,117.198254203000005,34.257519503099999
615,0,117.182924529000005,34.251565281399998
616,0,117.183005722000004,34.252183410999997
617,0,117.234022964000005,34.215376455900000
618,0,117.233372743000004,34.214477037199998
619,0,117.233962816000002,34.216884026400002
620,0,117.190156071000004,34.249701610499997
621,0,117.188757464000005,34.251091960499998
622,0,117.254081420000006,34.256109711199997
623,0,117.253752622999997,34.255847985599999
624,0,117.237190268000006,34.252024974800001
625,0,117.236992478999994,34.251799843800001
626,0,117.236915331000006,34.251439391900000
627,0,117.237176265000002,34.250849572400000
628,0,117.237012687999993,34.250569006600003
629,0,117.234338995000002,34.251745815900001
630,0,117.233664512999994,34.251422478099997
631,0,117.233710991999999,34.250783643900000
632,0,117.234565191000002,34.251119013500002
633,0,117.234457269000004,34.250515134899999
634,0,117.235150047999994,34.250955511900003
635,0,117.235255906000006,34.250653283900000
636,0,117.235170667999995,34.251924721800002
637,0,117.235184744999998,34.251580128500002
638,0,117.251139687999995,34.243453088700001
639,0,117.251104912000002,34.243100511400002
640,0,117.224289174000006,34.260284986899997
641,0,117.224365255999999,34.260232234000000
642,0,117.224758730999994,34.259209225600003
643,0,117.237344965999995,34.258682352199997
644,0,117.215339846999996,34.252825260000002
645,0,117.217317073000004,34.252712044100001
646,0,117.216890003000003,34.251989410000000
647,0,117.217507573999995,34.251530130799999
648,0,117.216410420000003,34.251232125400001
649,0,117.215599428000004,34.251509616400000
650,0,117.246768016000004,34.257264039799999
651,0,117.247860961000001,34.258161418400000
652,0,117.248844098999996,34.257784593200000
653,0,117.249135538999994,34.257145113299998
654,0,117.249261790000006,34.256636320500000
655,0,117.248301459000004,34.256381221200002
656,0,117.247108827999995,34.256931055800003
657,0,117.247301703000005,34.256634994199999
658,0,117.249363055000003,34.255887062600003
659,0,117.250064163999994,34.255731666999999
660,0,117.250995395000004,34.255325405699999
661,0,117.251707236000001,34.256257683800001
662,0,117.250334366999994,34.257367499899999
663,0,117.250279704999997,34.258157033000003
664,0,117.251443023999997,34.258517156800004
665,0,117.252203034000004,34.258583652600002
666,0,117.247499066000003,34.262865636800001
667,0,117.247301722000003,34.263422703099998
668,0,117.245806622999993,34.264475879800003
669,0,117.244259314999994,34.263732735399998
670,0,117.244269392999996,34.262590181900002
671,0,117.244094786999995,34.261665475100003
672,0,117.244678522000001,34.261314931699999
673,0,117.241307828000004,34.257332381600001
674,0,117.241296906000002,34.256537435399999
675,0,117.241733788999994,34.256168111100003
676,0,117.240564651000000,34.255456009400000
677,0,117.238501733000007,34.256034598299998
678,0,117.239094660999996,34.256446814599997
679,0,117.239034707000002,34.257422306400002
680,0,117.239805723000003,34.257476402700000
681,0,117.240518121999997,34.257530664100003
682,0,117.240483557000005,34.258326782200001
683,0,117.239422282999996,34.258275741100000
684,0,117.240792025000005,34.260536146500002
685,0,117.239500855000003,34.260314259099999
686,0,117.238698909999997,34.260276068600000
687,0,117.238956354999999,34.260951418600001
688,0,117.238749608000006,34.261306644299999
689,0,117.238671198000006,34.261852689700000
690,0,117.239295143999996,34.261845033800000
691,0,117.240094936000006,34.262063812000001
692,0,117.240558918000005,34.262104947799997
693,0,117.240365131000004,34.261746804600001
694,0,117.240358276999999,34.261132476100002
695,0,117.236728704000001,34.261980977599997
696,0,117.235960243999997,34.261371418499998
697,0,117.236829213999997,34.261064702799999
698,0,117.237021287000005,34.259997285499999
699,0,117.236002094000000,34.259589817699997
700,0,117.236867154999999,34.259046531899997
701,0,117.236985814999997,34.258689719899998
702,0,117.236944133999998,34.258071326600003
703,0,117.236830252999994,34.258314458699999
704,0,117.236990266000006,34.257425880200003
705,0,117.237109641999993,34.257207219100003
706,0,117.237122092000007,34.256764855199997
707,0,117.237088397999997,34.256481598999997
708,0,117.238601294000006,34.258649958500001
709,0,117.239332472000001,34.258685433799997
710,0,117.239829760000006,34.259479536599997
711,0,117.240518273000006,34.259422882099997
712,0,117.240107644999995,34.258869413900001
713,0,117.236842406999997,34.254651279999997
714,0,117.237181899000007,34.254158386999997
715,0,117.235796883999996,34.254465734000000
716,0,117.234542263999998,34.254630983500000
717,0,117.235027727000002,34.254385497199998
718,0,117.235499551000004,34.253901996499998
719,0,117.235922909999999,34.253616218399998
720,0,117.235048836000004,34.253523998100000
721,0,117.233374952000005,34.254351114000002
722,0,117.233434232999997,34.253780408600001
723,0,117.235118442000001,34.255420107799999
724,0,117.235093781000003,34.255990181300000
725,0,117.234496582999995,34.255724547900002
726,0,117.233863292999999,34.255353916099999
727,0,117.233080153000003,34.255802718399998
728,0,117.233097537999996,34.256682604399998
729,0,117.234671759999998,34.257010415499998
730,0,117.234001538000001,34.257166546699999
731,0,117.234658392000000,34.257940142099997
732,0,117.234623151999998,34.258346938599999
733,0,117.234564503000001,34.258640928600002
734,0,117.235025640000003,34.258649881499998
735,0,117.232864809000006,34.259321142600001
736,0,117.233829704000001,34.259095774000002
737,0,117.234821632999996,34.259123307000003
738,0,117.233647167000001,34.259851982999997
739,0,117.234975790999997,34.260216507599999
740,0,117.233822605000000,34.260774317399999
741,0,117.234881936999997,34.261116475599998
742,0,117.234842064999995,34.262397904600000
743,0,117.234290834999996,34.262014475800001
744,0,117.240646557000005,34.258895573200000
745,0,117.241308924999998,34.258468513399997
746,0,117.233178353000000,34.262749241599998
747,0,117.232635825000003,34.261584423300000
748,0,117.231790802999996,34.253817992800002
749,0,117.232373924000001,34.254194353999999
750,0,117.231397122999994,34.254397119799997
751,0,117.230392906999995,34.257226880200001
752,0,117.229383149000000,34.256728737600000
753,0,117.231685568000003,34.257972253799998
754,0,117.231019864000004,34.258085084100003
755,0,117.230953916000004,34.257851236400001
756,0,117.229839724000001,34.257926004200002
757,0,117.230325155000003,34.258570081599999
758,0,117.229772244000003,34.258502744799998
759,0,117.231709964000004,34.258686333299998
760,0,117.231762129000003,34.259416762900003
761,0,117.231133935000003,34.259190584099997
762,0,117.230500989000006,34.259805827000001
763,0,117.229614783000002,34.259776448399997
764,0,117.228787753000006,34.260626948000002
765,0,117.228601135999995,34.260173273200003
766,0,117.227722001000004,34.259649436200000
767,0,117.227748675000001,34.258869468500002
768,0,117.226639668999994,34.258748732800001
769,0,117.225967166999993,34.258965140299999
770,0,117.226531559999998,34.259281882099998
771,0,117.226340512999997,34.260294772000002
772,0,117.225582641000003,34.260187123000001
773,0,117.224412600999997,34.259194465000000
774,0,117.225571979999998,34.258623281900000
775,0,117.224500793999994,34.258136268999998
776,0,117.224572428000002,34.258297652499998
777,0,117.224934184999995,34.259523033599997
778,0,117.223633823000000,34.260629672000000
779,0,117.223501540000001,34.261431828600003
780,0,117.224917474999998,34.260356960099998
781,0,117.224803437999995,34.260265470500002
782,0,117.199573272999999,34.263316084300001
783,0,117.199832852000000,34.261320716599997
784,0,117.200452384000002,34.260613592500000
785,0,117.201341319999997,34.260713122399999
786,0,117.200407585999997,34.259762007399999
787,0,117.198943874999998,34.259618682800003
788,0,117.199043302000007,34.259020370300000
789,0,117.198422792000002,34.258760223300001
790,0,117.198209773000002,34.258555382200001
791,0,117.198807654000007,34.256481541799999
792,0,117.197862639999997,34.256904839900002
793,0,117.197921371999996,34.256619562799997
794,0,117.198823676000004,34.255822838299999
795,0,117.199280912000006,34.255578281100000
796,0,117.198933937000007,34.254363859999998
797,0,117.198979453000007,34.254000980800001
798,0,117.198143548000004,34.253885097500003
799,0,117.197503424000004,34.253277444799998
800,0,117.198171871000000,34.253189283799998
801,0,117.198364248999994,34.253248288999998
802,0,117.197731083999997,34.252956344099999
803,0,117.197458366000006,34.252737694099999
804,0,117.197477676999995,34.252529523699998
805,0,117.205187238999997,34.260976946100001
806,0,117.205432450000004,34.260429152000000
807,0,117.206003366000004,34.260884364399999
808,0,117.206062027000002,34.260527013100003
809,0,117.206303258999995,34.260301144499998
810,0,117.206967876999997,34.260679435500002
811,0,117.209133210999994,34.261785781900002
812,0,117.211365361000006,34.262008243600000
813,0,117.212087351999998,34.262087351700004
814,0,117.212485048000005,34.262289421699997
815,0,117.219819362999999,34.259499570400003
816,0,117.221283550999999,34.259590524200000
817,0,117.220862324999999,34.260415089399999
818,0,117.228217174999997,34.255635900700000
819,0,117.252991809999997,34.246527480399998
820,0,117.253236565999998,34.246541286199999
821,0,117.253238469999999,34.246026078800000
822,0,117.252898737999999,34.245371326099999
823,0,117.253088105000003,34.245305103900002
824,0,117.254983237000005,34.246274339400003
825,0,117.255965016000005,34.246100559399999
826,0,117.254950922999996,34.245845070199998
827,0,117.261507498000000,34.248165462700001
828,0,117.262710480999999,34.248185788699999
829,0,117.263276165999997,34.248319100300002
830,0,117.263786436000004,34.248366661399999
831,0,117.263188651999997,34.247887089800003
832,0,117.263770933999993,34.247817144800003
833,0,117.261219225000005,34.247456241199998
834,0,117.262170827999995,34.247554389100003
835,0,117.264117569999996,34.247341266600003
836,0,117.283229035000005,34.194736035699997
837,0,117.280313363999994,34.194266896599999
838,0,117.282503309999996,34.193166726599998
839,0,117.279137340000005,34.192724459300003
840,0,117.281174836000005,34.192289493499999
841,0,117.276602949999997,34.189601854199999
842,0,117.276459345000006,34.188594787299998
843,0,117.276280409999998,34.188013386700000
844,0,117.280623458999997,34.190573432500003
845,0,117.279544305000002,34.190515407100001
846,0,117.281615787000007,34.190449989199998
847,0,117.281903974000002,34.190934462900003
848,0,117.281652502000000,34.189394441300003
849,0,117.279531614999996,34.189099389600003
850,0,117.280846437999998,34.188705863000003
851,0,117.282429508000007,34.188687066999996
852,0,117.280769441999993,34.188095238999999
853,0,117.291981020999998,34.224026866199999
854,0,117.292032962999997,34.223368240799999
855,0,117.293662259000001,34.223526592200002
856,0,117.291894287000005,34.222298537900002
857,0,117.293497578000000,34.222434618000001
858,0,117.292404266000005,34.221781550300001
859,0,117.299212847999996,34.227198649999998
860,0,117.299826577999994,34.226678639100001
861,0,117.299287539999995,34.226324989200002
862,0,117.299356270999994,34.225856872400001
863,0,117.297627782000006,34.224189369400001
864,0,117.297421267000004,34.223478096800001
865,0,117.299415518000004,34.223630222300002
866,0,117.297531507000002,34.223002902600001
867,0,117.299336057000005,34.222932520299999
868,0,117.297969163000005,34.222336899900000
869,0,117.299770469999999,34.222630692899997
870,0,117.301977441000005,34.224728089400003
871,0,117.301085103999995,34.223859572099997
872,0,117.302736216000000,34.223839550100003
873,0,117.302578690000004,34.223278557000000
874,0,117.300472010999997,34.222735940200003
875,0,117.302625583999998,34.222640617300002
876,0,117.300942687000003,34.221970794299999
877,0,117.302248399000007,34.221865448599999
878,0,117.284532694999996,34.184700745199997
879,0,117.285477635000007,34.184276511400000
880,0,117.283974791000006,34.183927240700001
881,0,117.285155540999995,34.183328106899999
882,0,117.284290358000007,34.183205746100001
883,0,117.284791182999996,34.182701861399998
884,0,117.282946425000006,34.182856406399999
885,0,117.282592864999998,34.182401691199999
886,0,117.283737321999993,34.181321882500001
887,0,117.284462528999995,34.181905175399997
888,0,117.285394440999994,34.186021968100000
889,0,117.285519774999997,34.185227445300001
890,0,117.286515054999995,34.184933714600000
891,0,117.290393413999993,34.223815763700003
892,0,117.289825319000002,34.223446255399999
893,0,117.290918648000002,34.222742415200003
894,0,117.289635606000004,34.222381946100001
895,0,117.263353825999999,34.181107080200000
896,0,117.262888782000005,34.180408919900003
897,0,117.260656363999999,34.179699770600003
898,0,117.260400563000005,34.179052676900000
899,0,117.260495973999994,34.178093650800001
900,0,117.264685830000005,34.179742511199997
901,0,117.263796112999998,34.179080045799999
902,0,117.264593828000002,34.178982644800001
903,0,117.265923713999996,34.178343963800003
904,0,117.266682536999994,34.177974005999999
905,0,117.266257460999995,34.177613996600002
906,0,117.267755776000001,34.176841001200003
907,0,117.268497088999993,34.176549270199999
908,0,117.268201415999997,34.175734331800001
909,0,117.261491081000003,34.177078769399998
910,0,117.260434078000003,34.176978071100002
911,0,117.260064693000004,34.176163868800003
912,0,117.262360326000007,34.176637650200000
913,0,117.263212921999994,34.176567893600001
914,0,117.259497787000001,34.175479465700001
915,0,117.259404720000006,34.174513930200000
916,0,117.261083407000001,34.174664679599999
917,0,117.262920226000006,34.175376250500001
918,0,117.262193910999997,34.175110658800001
919,0,117.262848332999994,34.174440154099997
920,0,117.262073154999996,34.174333045700003
921,0,117.260112652999993,34.174164692600002
922,0,117.262588171000004,34.173620072699997
923,0,117.259127977000006,34.173566111000000
924,0,117.260826429999995,34.173512567099998
925,0,117.261849678999994,34.173312890600002
926,0,117.259000357999994,34.172480218700002
927,0,117.258753067000001,34.171735260900000
928,0,117.258937885999998,34.170986862699998
929,0,117.259749678999995,34.170992206999998
930,0,117.258009364000003,34.170645153700001
931,0,117.259242240000006,34.170178103200001
932,0,117.262540189999996,34.172150659000003
933,0,117.261768282000006,34.171943457600001
934,0,117.261673408999997,34.170920586999998
935,0,117.261418382000002,34.170483679100002
936,0,117.263068352999994,34.170972846300003
937,0,117.262939966000005,34.171547676099998
938,0,117.263638916999994,34.172177021899998
939,0,117.265253647999998,34.176779658100003
940,0,117.266012707000002,34.176351345999997
941,0,117.264893212000004,34.176080992999999
942,0,117.266071767000000,34.175715570000001
943,0,117.267619632000006,34.175474731599998
944,0,117.264830375000003,34.174958679400000
945,0,117.266281436000000,34.175130328999998
946,0,117.264518136999996,34.174194529300003
947,0,117.265178676000005,34.174041612700002
948,0,117.266093514999994,34.174062530599997
949,0,117.265637818000002,34.173484289199997
950,0,117.267951069999995,34.173301866400003
951,0,117.267939483999996,34.172396076699997
952,0,117.267915063999993,34.171643007800000
953,0,117.266442827000006,34.171068191099998
954,0,117.264726796999994,34.171247600199997
955,0,117.275884933000000,34.220182860500003
956,0,117.275421270999999,34.219643016399999
957,0,117.276110086000003,34.219407545000003
958,0,117.276628196000004,34.220082332899999
959,0,117.277803809000005,34.220078402799999
960,0,117.277753869999998,34.219492470200002
961,0,117.278489160000007,34.220100422599998
962,0,117.276120012999996,34.218839762800002
963,0,117.275994064000002,34.218371881700001
964,0,117.276833359999998,34.217909028599998
965,0,117.277266898999997,34.218603258999998
966,0,117.278227620999999,34.218103866400000
967,0,117.275859232000002,34.216963217199996
968,0,117.275884982999997,34.216593000700001
969,0,117.277311142000002,34.216555298700001
970,0,117.278112376999999,34.216672758700000
971,0,117.279367762000007,34.220169512699997
972,0,117.279713389999998,34.219618456900001
973,0,117.280952577999997,34.219436664200003
974,0,117.281145863000006,34.220089822299997
975,0,117.279646228000004,34.218534881300002
976,0,117.279783050999995,34.218063834699997
977,0,117.279735435999996,34.216916073800000
978,0,117.281467656999993,34.216552162600003
979,0,117.279640705000006,34.215715024500000
980,0,117.281086235999993,34.215247398700001
981,0,117.283815266000005,34.220347585799999
982,0,117.282948180999995,34.220367080899997
983,0,117.282226015999996,34.219643640999998
984,0,117.284377825000007,34.218628242500003
985,0,117.282570661999998,34.217290440200003
986,0,117.283615759000000,34.217278486500000
987,0,117.281001588999999,34.214542653700001
988,0,117.282745532000007,34.213048100199998
989,0,117.283760310999995,34.213143550200002
990,0,117.284020075000001,34.212409363900001
991,0,117.282851515000004,34.211742057899997
992,0,117.282859353000006,34.210907612299998
993,0,117.283917480000000,34.210025024300002
994,0,117.282643084000000,34.209598231299999
995,0,117.283601255999997,34.209310907099997
996,0,117.281843219999999,34.212548155400000
997,0,117.288947401000001,34.217159982699997
998,0,117.289440479000007,34.216512825800002
999,0,117.290087963000005,34.216938646300001
1000,0,117.288159750000005,34.216325024699998
1001,0,117.288274572999995,34.215380476400000
1002,0,117.290009621999999,34.215489683400001
1003,0,117.290821906999994,34.215691695499999
1004,0,117.290666830999996,34.214916273199997
1005,0,117.288357421000001,34.214625957999999
1006,0,117.289675093000000,34.214570378900000
1007,0,117.288099064999997,34.213177946499997
1008,0,117.287805441000003,34.212951246099998
1009,0,117.287781115000001,34.212552177699997
1010,0,117.288111536000002,34.212343093299999
1011,0,117.288893510999998,34.212648151200000
1012,0,117.289701691999994,34.212172382799999
1013,0,117.287632114999994,34.211409188700003
1014,0,117.290347541000003,34.211609642100001
1015,0,117.290609067000005,34.210848934600001
1016,0,117.290107672999994,34.210872383900004
1017,0,117.289521219999997,34.210705214100003
1018,0,117.287630086999997,34.210975518900000
1019,0,117.287967260000002,34.209874057900002
1020,0,117.289524064000005,34.210085062899999
1021,0,117.290402311999998,34.210189658099999
1022,0,117.290253046000004,34.209359560300001
1023,0,117.288523995999995,34.209181587800003
1024,0,117.292041440999995,34.212738711699998
1025,0,117.291308095000005,34.211773261499999
1026,0,117.291307900000007,34.211104766699997
1027,0,117.293292735999998,34.211902918900002
1028,0,117.293295322000006,34.210715872599998
1029,0,117.291296470999995,34.210091628699999
1030,0,117.293136623999999,34.210033561700001
1031,0,117.295929985000001,34.209921061999999
1032,0,117.294202987999995,34.210032551200001
1033,0,117.293987529000006,34.210683038200003
1034,0,117.295035229999996,34.210618904500002
1035,0,117.295374486000000,34.211166687000002
1036,0,117.293981055000003,34.211861911900002
1037,0,117.295967560999998,34.212057889599997
1038,0,117.294850694999994,34.212189778199999
1039,0,117.290262952999996,34.207733261000001
1040,0,117.290328340000002,34.207266002200001
1041,0,117.289601766999994,34.206778750600002
1042,0,117.288453406000002,34.206777480699998
1043,0,117.287209030000000,34.205977377899998
1044,0,117.290154588999997,34.206131448000001
1045,0,117.288506589999997,34.205535056199999
1046,0,117.289087878999993,34.205517786199998
1047,0,117.290483430999998,34.205610296099998
1048,0,117.287401427000006,34.204453450800003
1049,0,117.288753503999999,34.204487166699998
1050,0,117.287380857000002,34.203805992400000
1051,0,117.287959424999997,34.203414414500003
1052,0,117.290001974999996,34.204501076900002
1053,0,117.290200698999996,34.203849443000003
1054,0,117.263372412999999,34.217009272100000
1055,0,117.263880645000000,34.216709232800000
1056,0,117.262355705999994,34.216299067300000
1057,0,117.263512100000000,34.216379276300003
1058,0,117.262996076999997,34.215404036599999
1059,0,117.266971897000005,34.217281354800001
1060,0,117.267634185000006,34.217276730999998
1061,0,117.265206429000003,34.216681222500000
1062,0,117.265181854000005,34.216168613800001
1063,0,117.268266178000005,34.216672660699999
1064,0,117.267055795000005,34.215105355100000
1065,0,117.266781241000004,34.218686950699997
1066,0,117.267079903999999,34.219308443400003
1067,0,117.267394541000002,34.219683429000000
1068,0,117.267996210000007,34.219940534800003
1069,0,117.289370727999994,34.198207359800001
1070,0,117.290160001000004,34.197886670899997
1071,0,117.290193979999998,34.197190901900001
1072,0,117.290180219999996,34.196526253599998
1073,0,117.289019117999999,34.196115556599999
1074,0,117.288906412000003,34.196735978800000
1075,0,117.287598389999999,34.197015737999997
1076,0,117.286708997999995,34.197723844199999
1077,0,117.288349288000006,34.198352877600001
1078,0,117.288356575999998,34.194806739999997
1079,0,117.288370135999998,34.194405037400003
1080,0,117.290038467000002,34.194799675200002
1081,0,117.289998870000005,34.194084841799999
1082,0,117.288176368999999,34.193788346600002
1083,0,117.286760939000004,34.194106432100000
1084,0,117.288228422000003,34.192921978800001
1085,0,117.290077921000005,34.192825523800003
1086,0,117.289848160000005,34.192033298799998
1087,0,117.288432702999998,34.192042168800000
1088,0,117.286430026000005,34.190858596500000
1089,0,117.286883517000007,34.190568288300000
1090,0,117.286387339000001,34.190288150900003
1091,0,117.287811766000004,34.190421292200000
1092,0,117.287780374999997,34.189968174100002
1093,0,117.288706911999995,34.190416485500002
1094,0,117.288826779000004,34.190635643599997
1095,0,117.290054428999994,34.190524618200001
1096,0,117.289834042999999,34.189869997999999
1097,0,117.288102721000001,34.189220511999999
1098,0,117.288995356000001,34.188791458300003
1099,0,117.288130214999995,34.188105197299997
1100,0,117.287898229000007,34.187634580299999
1101,0,117.270995147999997,34.180316105199999
1102,0,117.270111760000006,34.180210908500001
1103,0,117.293568563999997,34.181423015699998
1104,0,117.293560192000001,34.180729288000002
1105,0,117.292533270999996,34.180449908900002
1106,0,117.292654507999998,34.179982405499999
1107,0,117.289865649000006,34.179924448500003
1108,0,117.289909198000004,34.179225586199998
1109,0,117.288716602999997,34.178907680000002
1110,0,117.287520864000001,34.179610656000001
1111,0,117.287669794999999,34.178812096599998
1112,0,117.233821763999998,34.205573086299999
1113,0,117.234164761000002,34.205028983600002
1114,0,117.235490139999996,34.205378934099997
1115,0,117.234853903000001,34.204404451300000
1116,0,117.252288712999999,34.252972306799997
1117,0,117.252178877999995,34.252610719499998
1118,0,117.252529698999993,34.252142188400001
1119,0,117.252536609000003,34.251020935699998
1120,0,117.252058136000002,34.250850949899998
1121,0,117.252444698999994,34.250407461000002